순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
149,9788937463341,17880674,게걸음으로,"10,800원",600원,귄터 그라스 저/장희창 역,민음사,"노벨 문학상 수상 작가이자 ‘행동하는 양심’ 귄터 그라스가
독일 문단의 금기를 깨고 밝히는 1945년 피란선 침몰 사건

독일 문단에서 금기시되었던 피란선 구스틀로프호 침몰 사건을 다루어 독일뿐만 아니라 전 세계에 큰 충격을 안겼던 문제작, 『게걸음으로』가 민음사 세계문학전집으로 다시 출간된다. 1945년 1월, 독일 피란민 9000여 명을 태우고 항해 중이던 구스틀로프호는 러시아 잠수함이 발사한 어뢰 세 발을 맞고 침몰한다. 선장 넷을 비롯해 1000명 남짓만이 살아남은 이 사고의 희생자 대부분은 여성과 어린 아이들이었다. 

독일 문단의 ‘행동하는 양심’으로 불리는 귄터 그라스는 정치적으로 민감한 문제를 다양한 서술 방식으로 다루어 온 작가다. ‘구스틀로프 호의 침몰’은 신나치주의 확산과 더불어 정치적으로 이용될 우려가 있는 사건이었다.",1,국내도서-소설/시/희곡
150,9788937460579,237857,부덴브로크가의 사람들 2,"13,500원",750원,토마스 만 저/홍성광 역,민음사,"비판적 리얼리스트.
시민적 삶과 예술가적 삶의 이원성. 

이 두 문장이 이 책을 설명하는 가장 적당한 말이 될 것이다. 토마스 만의 대하소설 부덴브로크가의 사람들이 백년만에 한국에 왔다. 

토마스 만은 스물다섯살 때 이 소설을 발표하고 쉰셋이 되어서야 역시 이 것으로 노벨문학상을 받았다. 작가에게 세월이라는 건 때로는 성숙을 의미하기도 하...",2,국내도서-소설/시/희곡
151,9791160804133,110094413,베네치아에서의 죽음 · 토니오 크뢰거,"11,700원",650원,토마스 만 저/김인순 역,휴머니스트,"가닿을 수 없는 대상을 향한 갈망과 사랑,
그 감각적 아름다움에 대하여

독일 문학의 거장이자 20세기의 가장 위대한 소설가 중 한 명인 토마스 만의 중편소설 두 편을 묶었다. 베네치아 여행과 작가로서의 고뇌와 사색을 담은 『베네치아에서의 죽음』, 작가 스스로 ‘일종의 자화상’이라 표현한 『토니오 크뢰거』는 모두 가닿을 수 없는 대상을 향한 갈망과 사랑을 그린다는 점에서 닮아 있다. 특히 『베네치아에서의 죽음』은 콜레라가 창궐하는 베네치아에서 궁극의 아름다움과 죽음을 동시에 체험하는 노작가의 갈등과 황홀이 섬세하게 드러난 걸작이다. 토마스 만의 대표작 두 편을 모은 이 책은, 예술성과 시민성, 그 좁힐 수 없는 괴리에서 탄생한 감각적 미학을 자신만의 세밀하고 사색적인 문장들로 정립해낸 포스트 코로나 시대의 필독서다.",2,국내도서-소설/시/희곡
152,9791189581992,66985533,변신 미니미니북,"3,510원",190원,프란츠 카프카 저,더클래식,,1,국내도서-소설/시/희곡
153,9791187928232,66910484,데미안,"11,700원",650원,헤르만 헤세 저/배수아 역,그책,"사람들은 말한다. 헤르만 헤세는 평생에 걸쳐 읽어야 하는 작가라고. 신기하게도 삶의 순간순간, 삶의 대목마다 우리는 헤세를 찾는다. 사춘기, 입시 지옥을 관통할 때는 『수레바퀴 아래서』를, 청년기, 내가 누구인지 알 수 없어 길을 잃을 때는 『데미안』을, 특별한 재능이 없어 자기를 부정할 때는 『나르치스와 골드문트』를 읽게 된다. 입시, 정체성의 혼란, 예술적 고민, 존재론적 회의와 맞서 싸울 때마다 우리 곁에는 늘 헤세라는 ‘영혼의 안식처’가 있다. 한국인이 사랑하는 작가 헤르만 헤세. 어느덧 ‘고전’의 반열에 오른 그의 전작을 소설가 배수아의 ‘새 번역’으로 자신 있게 내놓는다. 두 번째 이야기 『데미안』. 소년 싱클레어가 데미안을 통해 어두운 무의식의 세계를 깨닫고  자신의 내면을 인식하는 성장 이야기. 진정한 어른이 되기 위해 반드시 읽어야만 하는 이야기를 당신에게 건넨다.",1,국내도서-소설/시/희곡
154,9788954637589,20305048,꿈꾸는 책들의 미로,"15,120원",840원,발터 뫼어스 저/전은경 역,문학동네,"발터 뫼어스 최고의 판타지 ‘차모니아’ 시리즈 
『꿈꾸는 책들의 도시』 두번째 이야기, 이번에는 미로다!

『꿈꾸는 책들의 미로』는 현재 독일에서 상업적으로 가장 성공한 작가인 발터 뫼어스 최고의 판타지 ‘차모니아 시리즈’ 여섯번째 소설이며, 시리즈 중 특히 부흐하임 3부작의 2부에 해당된다. 1부 『꿈꾸는 책들의 도시』 마지막에 화재 경종이 울리고 부흐하임이 화염에 휩싸인 지 이백 년 후의 이야기로, 힐데군스트 폰 미텐메츠가 다시 한번 부흐하임으로 여행을 떠나 꿈꾸는 책들의 미로라 불리는 어둠의 세계에서 겪은 흥미진진한 모험이 담겨 있다. 폭발적인 상상력으로 빚어낸 이야기 안에는 특유의 유머와 천재적인 비유가 살아 숨쉬고, 재치 있는 언어유희로 고전작가들을 비틀어 인용하며, 거침없는 입담으로 ‘책벌레’들을 사로잡는다. 발터 뫼어스의 독창적인 일러스트와 이야기에 어울리는 다양하고 아름다운 글씨체들은 책을 읽는 재미에 눈으로 보는 즐거움까지 더한다.",1,국내도서-소설/시/희곡
155,9791185051062,9054141,사악한 늑대,"15,120원",840원,넬레 노이하우스 저/김진아 역,북로드,"끝나지 않는 신화, ‘타우누스 시리즈’
넬레 노이하우스가 다시 한 번 진화한다!

『사악한 늑대』는 독일 미스터리를 대표하는 시리즈인 ‘타우누스 시리즈’의 여섯 번째 작품이자 넬레 노이하우스의 최신작이다. 이번 작품에서 넬레 노이하우스는 여성으로서 쉽게 택하기 어려울 뿐 아니라 잘못 접근하면 자극적으로만 보이기 쉬운 아동학대를 과감히 작품의 소재로 선택했다. 

뜨거운 여름 밤 강 위에 깡마른 소녀의 시체가 떠오른다. 처참하게 훼손된 소녀의 몸에는 죽기 전 받았던 학대의 흔적이 고스란히 남아 있다. 보덴슈타인은 이 소녀의 비밀을 풀기 위해 언론의 힘까지 빌리지만 아무런 단서도 얻지 못한다. 그 와중에 유명 방송인 한나가 처참하게 폭행당한 채 발견된다. 겨우 목숨만 건진 한나의 몸에 남은 흔적은 어쩐지 죽은 소녀의 몸에 남았던 학대의 흔적과 닮아 있었다. 용의자의 수만 늘어가는 와중에 한나가 오랫동안 정신상담을 받아왔던 상담사까지 참혹한 시체로 발견되고 만다.",1,국내도서-소설/시/희곡
156,9788931024708,152652247,페터 카멘친트,"9,000원",500원,헤르만 헤세 저/박종서 역,문예출판사,"감각적이고 서정적인 색채와 일러스트
그리고 헤르만 헤세의 수채화가 어우러진 
‘헤르만 헤세 대표작 (특별판)’!

인간은 어떻게 살고, 어떻게 사랑하며, 어떻게 죽어야 하는가!
자연 속에서 사색하며 아름다운 인간으로 성장해가는 
한 청년의 순례기이자 헤세의 ‘영혼의 전기’

《페터 카멘친트》는 헤르만 헤세가 늘 주장해온 바와 같이 일생의 정신적 양식이 되는 소년기와 청년기의 추억을 진솔하게 그려낸 자전적 소설이다. 자신을 자연의 일부로 느끼며 자연을 숭배하고 자연 속에서 안주하려는 우수에 찬 젊은이가 지닌 의외의 적극성과 삶의 고뇌를 예술로 승화하려는 의지, 삶의 경건성을 깨닫고 삶에 헌신하려는 다짐을 아름답게 묘사했다.

스위스 산골 마을의 청년 페터 카멘친트는 자신의 내적 고뇌와 주변과의 갈등에서 벗어나기 위해 고향을 떠나 여행길에 오른다.",1,국내도서-소설/시/희곡
157,9788932916460,12222223,마의 산 (중),"11,520원",640원,토마스 만 저/윤순식 역,열린책들,"독일 현대 문학의 거장 토마스 만의 
정치적 사상 전환을 엿볼 수 있는 대표작

1929년 장편소설 『부덴브로크 가의 사람들』(1901)로 노벨 문학상을 수상한 토마스 만은 〈『마의 산』이 없었다면 노벨 문학상을 수상할 수 없었을 것이며, 『마의 산』이야말로 이 상에 더 적합한 작품이다〉라고 말했다. 『마의 산』은 토마스 만이 폐렴 증세로 다보스의 한 요양원에서 요양 중이던 아내를 방문해 3주를 보낸 실제 체험을 바탕으로 쓰였다. 원래 단편으로 구상되었으나, 집필 중 제1차 세계 대전을 겪으면서 갖가지 명상이 곁들여져 토마스 만 스스로도 예상치 못했던 방대한 분량의 장편소설로 탄생했다. 『마의 산』 집필을 시작할 당시만 해도 보수적인 정치사상을 피력했던 토마스 만은 『마의 산』의 완성 단계에 이르러 민주주의와 진보에 대해 능동적으로 옹호하는 등 정치적 사상 전환을 맞이한다. 토마스 만의 정치적 개안은 『마의 산』에도 자연스럽게 드러나는데, 이런 점에서는 전전(戰前) 또는 전후(戰後) 유럽 사회의 문제들을 중심으로 선회하는 시대 소설로도 큰 의미를 지닌다. ",1,국내도서-소설/시/희곡
158,9788937429873,118840401,기만,"9,720원",540원,토마스 만 저/박광자 역,민음사,"이번에 ‘쏜살 문고’로 소개하는 『기만』은 토마스 만의 마지막 작품이자 『베네치아에서 죽다』와 함께 그의 문학적 주제 의식, 오래도록 교전해 온 내적 갈등과 최후의 순간까지 차마 고백하지 못한 내밀한 욕망을 결정적으로 보여 주는 노벨레다. 철학자이자 비평가 테오도르 아도르노가 “거짓된 삶의 비극을 보여 주는 『기만』은 모든 규칙을 위반하며 우리에게 커다란 충격을 가져다준다. 

나는 이 작품을 통해 무한한 해방감을 느꼈다.”라고 찬탄하였듯이 이 소설은 뛰어난 문장력과 파격적 구성을 선뵐 뿐 아니라, 토마스 만으로서는 무척 이례적인 여러 특색을 지니고 있다. 가령 패러디와 아이러니를 적극 도입함으로써, 끝내 완성하지 못한 장편 소설 『사기꾼 펠릭스 크룰의 고백』의 문제의식과 희극적 기법을 선취해 냈다는 점이다. 비록 토마스 만은 이 노벨레를 완성하고 곧 작고했지만 어쩌면 『기만』은 거장의 새로운 전환점이 되었을지도 모른다.",1,국내도서-소설/시/희곡
159,9788931025002,146738752,삼십세,"11,700원",650원,잉게보르크 바흐만 저/차경아 역,문예출판사,"전후 독일 문학의 황무지에 새로운 시어를 심은
잉게보르크 바흐만의 대표작
시적 언어의 순수성과 관념성에 대한 절박한 탐구!

《삼십세》는 오스트리아에서 태어나 전후 황폐화된 독일어권 문학에 새로운 시어를 심은 시인이자 ‘독일 문학 유일의 여성 순수 시인’으로 칭송받은 잉게보르크 바흐만의 단편집이다. 표제작 〈삼십세〉를 비롯해 서른 살이라는 나이와 깊은 관련이 있는 일곱 작품으로 구성되어 있다. 바흐만은 때로는 남성의 목소리로, 때로는 여성의 목소리로 서른 즈음에 피어나는 삶의 여러 고민을 밀도 높은 시적 언어로 풀어낸다. 

바흐만의 문학 여정은 ‘새로운’ 언어를 향한 탐구의 과정이라고도 할 수 있다. 그러나 동시에 그녀는 자신이 기존 언어의 굴레에 단단히 발목 잡혔다는 것을 고통스럽게 인정한다. 이 딜레마의 한가운데에서, 바흐만은 현실에 한 발 걸치면서도 다른 미래를 지향하는 자신만의 독창적 시어를 길어낸다.",1,국내도서-소설/시/희곡
160,9791197951619,128185075,변신,"8,820원",490원,프란츠 카프카 저/랭브릿지 역,리프레시,"우리는 가족이었을까?

프란츠 카프카의 『변신』은 한 인간의 충격적인 변화를 통해 인간 본성, 가족, 그리고 사회적 소외에 대한 깊은 통찰을 담고 있는 작품이다. 표지에서부터 이 작품의 핵심 주제를 강렬하게 전달하고 있다. 어두운 실루엣으로 묘사된 벌레 모양의 가족들은 그레고르의 변신이 단지 그의 개인적인 불행이 아니라 가족 전체의 문제로 확대된다는 점을 시사한다.

이 소설은 그레고르 잠자가 어느 날 갑자기 거대한 벌레로 변신하면서 시작된다. 그레고르는 가족을 부양하기 위해 헌신적으로 일하던 인물이었지만, 벌레로 변한 이후 그의 존재는 가족들에게 짐으로 전락한다. 여기서 카프카는 가족 간의 애정과 의무가 얼마나 취약한 것인지, 그리고 인간이 얼마나 쉽게 타인에게 소외될 수 있는지를 고스란히 드러낸다.",1,국내도서-소설/시/희곡
161,9791189581688,66921054,젊은 베르테르의 슬픔 미니미니북,"3,510원",190원,요한 볼프강 폰 괴테 저,더클래식,,1,국내도서-소설/시/희곡
162,9788931024579,144889199,페터 카멘친트,"9,000원",500원,헤르만 헤세 저/박종서 역,문예출판사,"독일 문학 전통의 충실한 계승자, 
고독과 방랑의 시인 헤르만 헤세에게 
확고한 문학적 지위를 안겨준 첫 장편소설

《페터 카멘친트》는 헤르만 헤세가 늘 주장해온 바와 같이 일생의 정신적 양식이 되는 소년기와 청년기의 추억을 진솔하게 그려낸 자전적 소설이다. 자신을 자연의 일부로 느끼며 자연을 숭배하고 자연 속에서 안주하려는 우수에 찬 젊은이가 지닌 의외의 적극성과 삶의 고뇌를 예술로 승화하려는 의지, 삶의 경건성을 깨닫고 삶에 헌신하려는 다짐을 아름답게 묘사했다.

스위스 산골 마을의 청년 페터 카멘친트는 자신의 내적 고뇌와 주변과의 갈등에서 벗어나기 위해 고향을 떠나 여행길에 오른다. 이탈리아와 프랑스를 여행하며 삭막한 도시와 인간사의 고통에 회의와 환멸을 느끼고 방황하던 페터는 삶의 기쁨을 알려주는 벗과 사랑하는 여인을 만나지만 그들과 이별하며 아픔을 겪는다.",1,국내도서-소설/시/희곡
163,9791189413408,71033646,데미안,"3,510원",190원,헤르만 헤세 저/김민준 역,자화상,,2,국내도서-소설/시/희곡
164,9788961705899,35996663,씁쓸한 초콜릿,"13,500원",750원,미리암 프레슬러 저/염정용 역,F(에프),"뚱뚱한 몸매에 대한 콤플렉스를 해부하는 평이한 언어,
하지만 놀랍도록 피부에 와 닿는 묘사!

독일 청소년문학계의 대표적인 반(反)권위주의적 작가이자 ‘제2의 루이제 린저’로 평가받는 미리암 프레슬러의 베스트셀러 『씁쓸한 초콜릿』이 새로운 번역으로 재출간되었다. 소설은 15세 소녀 에바가 뚱뚱한 몸매로 인해 느끼고 겪는 일상에 대한 평이한 서사에도 불구하고, 인물의 의식에 대한 날카로운 포착과 정확한 묘사로 인해 실제적으로 다가올 뿐 아니라, 오히려 독자들의 살갗을 뚫고 들어오는 것처럼 신랄하면서도 강렬하다.

문제 중의 문제인 이 문제 외에는 아무런 문제도 없었다. 그것은 바로 비곗살이었다. 이 역겹고 부드러운 지방층, 이 지방층이 그녀와 주변 사람들을 갈라놓고 있었다. 그것은 완충 장치이자 누에고치였고, 쿠션이자 무쇠 고리였다. 오직 비곗살만이 문제였다. 비곗살은 슬픔과 소외와 배척을 의미했고, 조롱과 불안과 치욕을 의미했다.",2,국내도서-소설/시/희곡
165,9788954697156,123987819,말테의 수기,"13,500원",750원,라이너 마리아 릴케 저/홍사현 역,문학동네,"고독한 영혼을 흔드는 불안하고 불확실한 세계
기억과 망각, 이름 없는 죽음에서 찾은 존재의 자리

20세기 전반 독일을 대표하는 시인 라이너 마리아 릴케가 남긴 유일한 장편소설이자 반자전적인 산문문학. 『말테의 수기』(1910)의 원제는 ‘말테 라우리스 브리게의 수기’로, 덴마크의 몰락한 귀족 가문 브리게가家의 마지막 후손이자 스물여덟 살의 무명 시인 말테가 그 주인공이다. 전체를 관통하는 줄거리 없이 단편적인 71개 장으로 구성되어 있고, 각 장에 말테가 자신의 삶에서 스스로 의미를 부여한 ‘커다란’ 것들에 대한 단상과 성찰이 담겼다. 

모리스 블랑쇼는 “두려움과 죽음”에 대한 소설이라 평했고, 고 이어령 박사는 “아름다운 영혼들을 만나보는 여행을 떠날 수 있는 작품”이라 평했다. 파리라는 대도시의 익명성 속에서 말테는 자기해체 직전에 있으며, 기억의 파편을 추적하고 자신을 괴롭히는 다양한 형태의 불안을 묘사함으로써 삶을 재구성하려 시도한다.",1,국내도서-소설/시/희곡
166,9788991239838,6261887,바람을 뿌리는 자,"16,020원",890원,넬레 노이하우스 저/김진아 역,북로드,"흔한 미스터리에 질려 있던 한국 독자들에게 유럽 미스터리의 진면목을 일깨워 주었던 넬레 노이하우스가 이번에는 풍력에너지를 둘러싼 음모를 그린다. 저자는 전작에 이어 사건 현장을 종횡무진 누비는 매력적인 두 형사와 함께 아름답고도 추악한 인간의 양면성을 파헤친다. 『바람을 뿌리는 자』는 전작을 뛰어넘는 방대한 분량에도 불구하고 풍력에너지 개발을 둘러싸고 벌어지는 배신과 복수, 그리고 전 세계적인 음모가 폭풍처럼 몰아치며 독자들을 이야기에서 벗어날 수 없게 만든다.",1,국내도서-소설/시/희곡
167,9788931024302,141201042,말테의 수기,"8,100원",450원,라이너 마리아 릴케 저/박환덕 역,문예출판사,"혼돈과 퇴폐의 도시에서 느끼는 인간 고독과 존재의 불안! 
시적인 언어와 철학적 깊이로 삶과 죽음, 
존재의 의미를 탐구하는 릴케의 유일한 장편소설

“말테는 내 정신의 위기에서 태어났다.” ?라이너 마리아 릴케
“세상에서 가장 아름다운 책 중 하나.” ―《필라델피아 인콰이어러》
《말테의 수기》는 끊임없는 고통이자 순교이며 알 수 없는 상승이다. ―루 살로메

릴케는 이 소설을 완성하는 데만 6년이라는 세월을 바쳤다. 릴케 자신이 파리에서 겪은 암담한 경험을 강하게 반영한 그의 유일한 장편소설로, 19세기 사실주의에서 벗어나 새로운 현실성을 추구하는 20세기 소설의 선구적 작품이다. 소설 속 릴케 언어의 현대성은 아름답고 깊이가 있으며 산문이지만 시적 표현으로 넘쳐난다. 릴케는 정교한 시적 산문으로 대도시의 삶과 빈곤, 질병과 죽음, 사랑, 기억과 시간 등을 탐구하며 철학과 문학의 경계를 허물고 인간 존재의 가치와 고독, 불안 등 실존적 물음을 던진다.",1,국내도서-소설/시/희곡
168,9788932405353,132166538,밤 풍경,"18,000원","1,000원",E. T. A. 호프만 저/권혁준 역,을유문화사,"에드거 앨런 포, 보들레르, 차이콥스키를 비롯한
근현대 예술가들을 매료시킨 호프만의 걸작 

대표작 「모래 사나이」를 비롯해 「적막한 집」, 「돌 심장」 등
『밤 풍경』 전편 국내 최초 완역

후기 낭만주의의 대가이자 환상소설의 선구자로도 불리는 E. T. A. 호프만의 걸작 중단편집 가운데 하나인 『밤 풍경』이 을유세계문학전집 135번째 작품으로 출간되었다. 이 책은 그의 대표작으로 평가받는 「모래 사나이」를 비롯해 「적막한 집」, 「돌 심장」 등 생전에 출간되었던 『밤 풍경』 1, 2권을 묶은 합본으로 국내 처음으로 전편이 소개되었다는 점에서 의의가 깊다.",1,국내도서-소설/시/희곡
169,9791189413972,76175309,변신,"3,510원",190원,프란츠 카프카 저/김민준 역,자화상,"「변신」은 궁극적으로 벌레를 통해 형상화한 인간 사회의 소외와 고독에 대해 진지하게 고민하고 문제를 제기하고 있다. 무려 100년 전부터 유대계 독일인이라는 환경적 요인으로 인해 자연스럽게 고독과 외로움을 안고 살았던 카프카는 인간 존재의 불완전성과 부조리함을 담은 수많은 작품을 남겼다. 「변신」을 제외한 카프카의 장편 소설은 모두 미완성이다. 「변신」은 훗날 카뮈, 사르트르와 함께 실존주의 문학의 선구자로 일컬어진다. 평론가 중 몇몇은 그가 살았던 시대가 그의 작품 세계를 깊이 탐구할 수 없었던 것에 깊은 안타까움을 표하기도 했다. 그의 작품 속에는 인간의 존재, 의미, 가치에 대한 날카로운 성찰이 담겨있으며 특히나 소설 『변신』의 문장들은 오늘날 현대인이 겪는 일상의 고단함과 존재 의미에 대한 의문과도 깊이 마주하고 있음을 알 수 있다.",1,국내도서-소설/시/희곡
170,9788982735332,1784312,"메데이아, 또는 악녀를 위한 변명","15,300원",850원,크리스타 볼프 저/김재영 역,황금가지,"독일 문학의 퍼스트 레이디’이자 사회주의 문학, 여성 문학의 기수인 크리스타 볼프의 『메데이아, 또는 악녀를 위한 변명』이 (주) 황금가지에서 출간되었다. 친족 살해, 영아 살해 등 인륜을 저버리는 끔찍한 악행을 저지른 메데이아의 이야기는 고대 에우리피데스와 세네카의 비극에 처음으로 형상화된 이래 현대의 연극, 오페라, 영화에 이르기까지 매체를 바꿔 가면서 ‘희대의 악녀’로 상징화되었다. 그러나 크리스타 볼프는 그동안 남성적인 위계 질서 속에서 형상화한 메데이아의 이미지를 거부하고, 인류학적인 통찰 위에서, ?..",1,국내도서-소설/시/희곡
171,9788931024593,144888763,데미안,"7,200원",400원,헤르만 헤세 저/구기성 역,문예출판사,"20세기 문학에 길이 남을 최고의 성장 소설!
선과 악의 불안한 경계에서 방황하며 정체성을 찾아가는 
한 젊은이의 독특하고 매혹적인 고뇌의 기록

우리 시대는 젊은이들을 힘들게 한다. 
어느 곳에서나 인간을 획일화하고 개성을 잘라낸다.
영혼은 이에 맞서 저항하고 이런 저항은 정당하다.
여기에서부터 《데미안》의 체험들이 나왔다. _헤르만 헤세

1차 세계대전 이후 정신적 황무지 속에서 고통받던 독일 젊은이들에게 마음의 양식과 삶의 지주가 된 헤르만 헤세의 대표적인 성장 소설이다. 청소년기에 접어든 싱클레어는 선의 세계와 악의 세계 사이에서 방황한다. 그는 고등학교 시절 퇴학 일보 직전까지 가지만 베아트리체라는 여성을 사모하면서 자신의 이상향을 깨닫는다. 그 여성은 친구 데미안이기도, 싱클레어 자신이기도, 또 자신이 무의식중에 구하고 있는 어머니의 모습이기도 하다.",1,국내도서-소설/시/희곡
172,9791164457724,121527613,초판본 수레바퀴 아래서 미니북,"3,510원",190원,헤르만 헤세 저/이순학 역,더스토리,"노벨문학상 수상 작가 헤르만 헤세의 자전적 소설
억압적인 교육 제도에 희생된 한 소년의 이야기

헤르만 헤세의 《수레바퀴 아래서》는 세기 전환기의 독일 사회를 배경으로 하여 억압적이고 위선적인 교육 제도를 비판한 교육 소설이다. 강압적이고 권위적인 학교 제도와 아버지, 목사, 교장, 학교 교사들의 몰이해와 명예욕 속에서 감수성 예민한 사춘기 소년이 어떻게 상처받고 희생되는지 보여준다. 이 작품의 배경인 19세기 말 독일에서는 청소년의 자살, 특히 학교에 다니는 학생들의 자살이 심각한 사회 문제였다. 일주일에 한 명씩 학생들이 자살한다고 주장하는 통계학자도 있었고, 청소년의 자살을 마치 세기 전환기의 문화 현상처럼 여기기도 했다. 《수레바퀴 아래서》는 독일 교육의 현실을 적나라하게 비판했을 뿐만 아니라 독일 문학사에서 기숙학교 소설이라는 새로운 장르를 확립하였다.",2,국내도서-소설/시/희곡
173,9788931024685,152652128,수레바퀴 아래서,"7,200원",400원,헤르만 헤세 저/송영택 역,문예출판사,"감각적이고 서정적인 색채와 일러스트
그리고 헤르만 헤세의 수채화가 어우러진 
‘헤르만 헤세 대표작 (특별판)’!

성적 위주의 주입식 교육에 서서히 무너져가는 
한 소년의 고뇌와 방황을 아름답고 서정적인 
풍경을 배경으로 가슴 아프게 묘사한 소설!
출간과 동시에 독일 교육계에 파문을 던진 문제작

“그럼 됐어. 지치지 않도록 하게. 
안 그러면 수레바퀴에 깔리고 말 테니까.”

헤세의 젊은 시절 체험이 고스란히 녹아 있는 작품으로 헤세의 소설 중 가장 많이 읽혔다. 비인간적인 교육 제도의 희생양이 된 한 소년의 삶을 가슴 아프게 묘사하여 당시 독일 교육계에 큰 파문을 던졌다. 슈바벤의 작은 읍내에서 장사를 하는 기벤라트에게는 영리한 아들 한스가 있다. 아들의 출세를 염원하는 아버지와 학교의 명성을 높이려는 교사와 목사는 주 시험에 합격시키려고 한스에게 무리한 공부를 강요한다.",1,국내도서-소설/시/희곡
174,9788931024678,152652334,싯다르타,"7,200원",400원,헤르만 헤세 저/차경아 역,문예출판사,"감각적이고 서정적인 색채와 일러스트
그리고 헤르만 헤세의 수채화가 어우러진 
‘헤르만 헤세 대표작 (특별판)’!

한 인간이 내면의 자아를 완성해가는 
정신적 성장 과정을 그린 헤르만 헤세의 명작!
깨달음과 진정한 자아를 찾아 떠난 고뇌의 이야기

“진리는 가르칠 수 없는 것, 이 깨달음을 
나는 일생에 꼭 한 번 문학적으로 형상화하고 싶었다. 
그 시도가 바로 《싯다르타》다.” _헤르만 헤세

번거로운 제례와 스승의 가르침에 한계를 느낀 싯다르타는 같은 뜻을 가진 친구 고빈다와 함께 고향을 떠난다. 그리고 숲속의 사문들 곁에서 고행하며 자아의 초극을 체험하려 한다. 그러나 사문의 고행도 이미 크게 성장한 두 사람의 정신세계를 만족시키지 못한다. 이후 고타마 붓다를 만나 설법을 듣고, 고빈다는 붓다에 귀의하나 싯다르타는 설법에 불신을 품고 떠난다. 깨달음을 갈망하는 그는 이제 가장 밑바닥의 자아를 알기 위해 방탕한 세속 생활에 실제로 몸을 담근다.",1,국내도서-소설/시/희곡
175,9791162040751,85373245,책장 뒤 비밀 공간에서,"13,500원",750원,안네 프랑크 저/유보라 그림/고정아 역,아르볼,"『책장 뒤 비밀 공간에서』는 시간 순서가 아닌, 주제를 중심으로 엮은 ‘안네의 일기’다. 제목은 네덜란드어판 제목이자 안네가 지은 『비밀 별채』에서 따왔다. 다섯 가지 핵심 주제(성장, 사랑, 꿈, 자아 정체성, 은신처 생활)는 안네라는 인물을 더 선명하게 드러내는 열쇠이다. 안네는 전쟁의 희생양이 아니라, 훌륭한 기자와 작가로 기억되고 싶었다. 전쟁은 안네를 8명이 모인 좁은 은신처에서 비정상적인 생활과 청소년기의 성장통까지 견디게 만들었다. 그런 어려움 속에서도 자신을 성찰하며 더 나은 사람이 되고자 했던 안네는 시대를 불문하고 많은 사람에게 용기를 전한다.",1,국내도서-청소년
176,9788954613965,4689018,긴 이별을 위한 짧은 편지,"10,800원",600원,페터 한트케 저/안장혁 역,문학동네,"새로운 '나'를 찾아 떠나는 낯선 땅으로의 여행. 
페터 한트케의 자전적 성장소설.

파격적인 문학관과 독창성으로 작품을 발표할 때마다 숱한 화제를 뿌리는 작가 페터 한트케의 자전적 소설. 전통극 형식에 대항하는 첫 희곡 「관객 모독」을 발표하여 연극계에 격렬한 논쟁을 불러일으키기도 했던 작가는 새로운 형식을 고안해내는 독창성으로 매 작품마다 숱한 화제를 뿌리고 있다.",1,국내도서-소설/시/희곡
177,9788937463969,105661918,모래 사나이,"10,800원",600원,E. T. A. 호프만 저/신동화 역,민음사,"인간 심리의 비밀스럽고 어두운 면을 드러내는 독일 낭만주의 작가 호프만
환상 문학, 공포 소설의 선구자 호프만의 정수가 담긴 신비로운 단편 소설집
몽환과 현실을 넘나드는 낯설고 기이한 이야기, 매혹적이고 섬뜩한 환상의 세계

환상 소설과 공포 소설의 선구자이자 독일 낭만주의 대표 작가, 환상과 현실을 넘나들며 기괴함과 섬뜩함, 유머와 풍자로 독자를 매혹하는 E.T.A. 호프만의 단편 소설집 『모래 사나이』가 [민음사세계문학전집] 396번으로 출간되었다. 이 책에는 호프만이 남긴 수많은 단편 소설 중 총 세 작품을 선정하여 수록했다. 「모래 사나이(Der Sandmann)」는 호프만을 논할 때 빼놓을 수 없는 단편이며, 뒤를 잇는 「이그나츠 데너(Ignaz Denner)」는 한국어로 처음 번역하여 소개하는 으스스한 소설이다.",1,국내도서-소설/시/희곡
178,9788935670581,62098798,모든 저녁이 저물 때,"15,300원",850원,예니 에르펜베크 저/배수아 역,한길사,예니 에르펜베크(Jenny Erpenbeck)는 독일에서 가장 권위 있는 문학상인 ‘잉게보르크 바하만상’(2001)을 수상한 21세기 독일어권의 대표적인 서사적 소설가다. 그녀는 자신만의 확고한 역사의식과 특유의 여성적 목소리로 자신만의 언어 세계를 구축하며 “거장급의 맹렬한 서사”라는 평가를 받는다. 그녀의 작품은 완벽한 구성미를 보여주며 주술적일 정도로 언어의 음악성이 강하다. 에르펜베크는 『모든 저녁이 저물 때』에서 사회와 국가가 개인의 운명을 어떻게 바꾸어놓을 수 있는지 깊이 파고들며 독창적인 독일 서사의 힘을 보여준다. 그녀는 한 가족의 일대기를 통해 기이한 고독과 죽음을 그려냈다.,1,국내도서-소설/시/희곡
