순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
346,9788994207490,15683246,사제와 죽어가는 자의 대화,"22,500원","1,250원",사드 저/성귀수 역,워크룸프레스,"사드 사후 200주기인 2014년 12월부터, 수년간 사드 연구에 매진해온 번역가 성귀수와 워크룸 프레스가 함께 사드 전집을 펴낸다. 국내에 처음 소개되는, 사드의 기본 사상이 드러나는 글 9편과 사드에 대한 기욤 아폴리네르의 장문의 해설, 사드의 생애와 당시 시대적 배경이 어우러진 자료, 사드의 생전/사후 출간작 목록 등 사드를 알기 위한 기본 텍스트들로 구성된 사드 전집 1권 『사제와 죽어가는 자의 대화』를 시작으로, 1년에 1~2권씩 약 10년간 사드의 전작을 14권에 걸쳐 출간한다. 

필리프 솔레르스의 말대로, 이제 사드를 명확히 고찰해야 하는 시대가 도래했다. 오늘날 그의 이름은 문학뿐 아니라 언어학, 철학, 심리학, 사회학, 정치학, 의학, 신학, 예술 등 인간을 논하는 거의 모든 분야의 담론에 등장한다. 이는 그의 독보적 상상력이 펼쳐 보인 전인미답의 세계가 인간의 가장 심오하면서 치명적인 영역의 비밀들을 폭로하고 있다는 방증이다.",1,국내도서-소설/시/희곡
347,9788932909066,3503707,인간,"12,420원",690원,베르나르 베르베르 저/이세욱 역,열린책들,"소설에서 만화, 시나리오, 영화 연출까지 넘나드는 
천재 작가 베르베르의 희곡

한 여자와 한 남자가 우주 어딘가에 있는 유리 감옥에 갇혀 있다. 서로 이해하고 사랑하는 일의 어려움을 넘어서서 그들은 인류의 미래가 걸린 중차대한 문제를 해결해야 한다. 인류는 이 우주에 살아남을 자격이 있는가?

『인간』은 베르베르가 처음 시도한 '희곡과 소설의 경계를 넘나드는' 작품이다.",1,국내도서-소설/시/희곡
348,9788954681810,103335350,패주,"16,650원",920원,에밀 졸라 저/유기환 역,문학동네,"광기어린 전쟁과 혼돈의 패주 끝에 파멸한
한 시대와 인간들의 슬픔으로 그린 피의 벽화
에밀 졸라의 담대한 문학적 쇄신을 입증하는 걸작

자연주의 거장 에밀 졸라의 루공마카르총서 제19작 『패주』(1892)는 프로이센-프랑스전쟁(보불전쟁)과 파리코뮌을 배경으로 파멸하는 한 시대와 인간들의 격동과 고통을 압도적 내러티브로 구현한 작품으로, 제2제정 시대의 총체적 벽화라 할 수 있는 루공마카르총서 최대의 장편이자 실질적 완결편이다. 전쟁에서의 잇따른 패배와 후퇴, 타락한 제정 사회의 붕괴, 굴욕적 강화와 수도 파리 포위, 코뮌 방화와 ‘피의 일주일’까지 역사적 사건들과 허구의 서사를 교직한 대작 『패주』는 프랑스인의 집단의식 한복판에 존재하는 상처에 대한 정밀한 분석과도 같으며, “완전하고 위대하고 영웅적인 우정, 한 세계의 종말, 한 국가에 닥칠 수 있는 가장 참혹한 재앙”을 통해 다시 태어나는 프랑스를 그린 “19세기 프랑스문학의 기념비적 작품”으로 상찬되었다.",2,국내도서-소설/시/희곡
349,9788954625333,14130164,제르미날 1,"12,600원",700원,에밀 졸라 저/박명숙 역,문학동네,"거장 에밀 졸라가 빚어낸 자연주의 문학의 최고봉
졸라의 장례식에서 사람들은 “제르미날! 제르미날!”을 연호했다

『제르미날』은 스무 권으로 이루어진 에밀 졸라의 연작소설 ‘루공마카르 총서’의 열세번째 작품이다. 이 총서에는 나폴레옹 3세가 지배하던 제2제정기(1852~1870)를 배경으로 ‘루공’과 ‘마카르’ 가문의 5대에 걸친 역사가 담겨 있다. 졸라는 총서의 일곱번째 작품 『목로주점』(1877)으로 큰 성공을 거두었지만 “노동자의 정치적이고, 무엇보다 사회적인 역할에 대한 고찰을 담을 수 없었기 때문에” 그러한 주제의 소설을 쓰기로 결심하고, 그로부터 8년 후인 1885년 『제르미날』을 출간했다. 

‘제르미날’은 프랑스혁명 당시 국민공회가 그레고리력을 폐지하고 만든 달력인 ‘혁명력(공화력)’의 일곱번째 달(3월 21/22일~4월 19/20일)로, ‘싹트는 달’을 의미한다.",2,국내도서-소설/시/희곡
350,9788992632829,13942113,80일간의 세계 일주,"14,220원",790원,쥘 베른 저/정지현 역/천은실 그림,인디고(글담),"쥘 베른의 '80일간의 세계 일주'
천은실 작가의 아름다운 그림과 함께 떠나는 세계 여행! 

그동안 어린 시절의 감성을 불러일으키는 명작을 소개해 온 ‘아름다운고전시리즈’가 과학 소설의 아버지로 불리는 쥘 베른의 '80일간의 세계 일주'를 완역 출간하였다. 이 책은 뛰어난 상상력을 바탕으로, 기존에는 볼 수 없었던 풍부한 과학적 지식과 지리학적 이해를 이야기에 녹여 사회적 이슈를 낳기도 했다. 사실적인 지리 묘사와 마치 그림을 그리듯 펼쳐놓은 각 나라의 문화와 풍경은 140여 년이 지난 지금도 감탄을 불러일으킨다. 

'80일간의 세계 일주'는 자신의 전 재산을 걸고 세계 일주에 나선 영국 신사 필리어스 포그와 하인 파스파르투의 무모한 모험담이다. 이 책이 출간되었을 때만 해도 지금과 달리 나라별 이동이 쉽지 않았다. 가본 적 없고, 알지 못하는 나라들을 숱한 역경을 뚫고 나아가는 이들의 여행기는 독자들을 순식간에 매료시켰다.",1,국내도서-소설/시/희곡
351,9791193635353,141494479,방앗간 공격,"11,700원",650원,에밀 졸라 저/유기환 역,빛소굴,"자연주의 문학의 정점이자 펜으로 산 자를 해부한 작가, 에밀 졸라. 그의 뛰어난 단편을 모은 국내 초역 선집 『방앗간 공격』을 빛소굴 세계문학전집으로 선보인다. 차례로 「방앗간 공격」, 「나이스 미쿨랭」, 「올리비에 베카유의 죽음」, 「샤브르 씨의 조개」, 「수르디 부인」 총 다섯 편으로 이루어진 이 선집은, 에밀 졸라가 생전에 펴낸 단편집의 대표작들이거나 그의 창작 세계 전체에 비추어 주제가 새로운 작품들을 엄선했고, 공통적으로는 인간 삶의 아이러니와 희비극을 그려내며 단편임에도 불구하고 한 치 앞을 예측할 수 없을 정도로 치밀하고 흥미진진하게 전개되는 이야기들이다.",1,국내도서-소설/시/희곡
352,9788954610056,3742947,여명,"10,800원",600원,시도니가브리엘 콜레트 저/송기정 역,문학동네,"삶 자체가 문학이었던 여인
프랑스가 사랑한 여성작가 콜레트의 대표작

20세기 초반 프랑스를 대표하는 여성작가인 시도니가브리엘 콜레트는 맑고 투명한 문체와 인습을 거부하는 새로운 시선으로 인간의 사랑과 욕망, 질투와 미움과 같은 생에 대한 순수한 본능을 탁월하게 그려냈다. 문학을 통해 결혼과 가정의 허구성을 폭로함과 동시에 욕망의 주체로서 여성을 금기 없이 표현함으로써 “당대 여성들에게 희망을 주는 작가”, “우리의 콜레트”라 불리며 큰 인기를 얻었으며, 오늘날에는 진정한 의미에서 페미니즘을 실천한 작가로서 여성적 글쓰기의 대표적인 예로 인정받고 있다. 

콜레트의 대표작 『여명』은 인생의 황혼기에 뒤늦게 찾아온 젊은 남자와의 새로운 사랑 앞에서 갈등하는 주인공을 통해 나이 든 여성의 시선에서 사랑과 질투 등의 인간적인 감정들의 본질을 통찰해냄과 동시에 프로방스의 자연과 합일된 평화로운 하루하루를 색과 향기와 맛, 그리고 자연의 소리로써 아름답게 그려내고 있다.",2,국내도서-소설/시/희곡
353,9788932910024,3631878,웃는 남자 (상),"11,520원",640원,빅토르 위고 저/이형식 역,열린책들,"빅토르 위고 스스로 자신의 가장 뛰어난 소설이라고 평했던 작품

""이 책의 저자에게 왜 웃는 남자를 썼느냐고 묻는다면, 철학자로서, 인간의 영혼과 의식을 규명하고자 했고, 역사가로서, 전제 정치와 민주주의에 대해 밝히고자 했으며, 시인으로서, 하나의 드라마를 창조하고자 했다고 말할 것이다.""

『레 미제라블』, 『노트르담 드 파리』 등의 작품으로 우리에게도 친숙한 프랑스의 대문호 빅토르 위고의 숨겨진 걸작으로, 위고 스스로가 자신의 가장 뛰어난 소설이라고 평했던 작품이다.",2,국내도서-소설/시/희곡
354,9788982810503,1762,람세스 (3),"12,600원",700원,크리스티앙 자크 저/김정란 역,문학동네,"기원전 13세기 이집트를 67년 동안 다스렸던 파라오 람세스를 주인공으로 한 프랑스 이집트 연구가의 장편소설. 신이 되고자 했던 사내, 람세스... 고대 이집트의 영광이 시간의 사막을 가로 흘러 오늘 우리 눈앞에 생생하게 되살아난다. 제1권 빛의 아들. 제2권 영원의 신전. 제3권 카데슈 전투.",1,국내도서-소설/시/희곡
355,9791193130919,133278315,시지프 신화(완역본),"9,900원",550원,알베르 카뮈 저/신예용 역,올리버,"실존주의 문학의 거성, 알베르 카뮈의 대표작
허무주의의 한계 속에서 허무주의를 넘다

“나는 부조리에서 세 가지 결과를 이끌어낸다. 
그것은 나의 반항, 나의 자유, 나의 열정이다.” 

《시지프 신화》는 1942년에 발표한 카뮈의 대표작 중 하나로, 철학적 문제작 《반항하는 인간》에서 추구했던 개념을 처음 알린 작품이자 소설 《이방인》의 사상적 토대가 된 작품이다. 
카뮈는 《반항하는 인간》에서 살인의 문제를 해결하려 한 것처럼, 《시지프 신화》에서는 자살의 문제를 해결하려 했다. 다만, 그는 현대 유럽에서 일시적으로 부재하거나 왜곡되어 있는 영원한 가치의 도움은 받지 않았다. 

그리스 신화의 시지프 이야기를 바탕으로 한 《시지프 신화》의 근본적 주제는 두 가지다.",1,국내도서-소설/시/희곡
356,9788970755304,7146576,O 이야기,"10,800원",600원,폴린 레아주 저/성귀수 역,문학세계사,"1954년 세상에 나온 『O 이야기』는 프랑스 현대문학에 큰 충격을 주었다. 포르노그라피가 발에 채일 정도인 오늘날에도 결코 온건하게 보이지 않는 이 작품이 처음 발표되었을 당시, 세상이 발칵 뒤집혔을 것은 불 보듯 뻔한 일. 출간 이듬해, 저자의 정체가 오리무중임에도 불구하고 가능성 있는 젊은 작가를 대상으로 한 ‘되 마고 상(Prix des Deux Magots)’을 수상하면서 일약 화제가 된 이 소설은 여러 지식인들로부터 극단으로 갈리는 평가를 받았다.",1,국내도서-소설/시/희곡
357,9788932405360,133870148,결혼 계약,"16,200원",900원,오노레 드 발자크 저/송기정 역,을유문화사,"프랑스 혁명 이후 급변하는 격동기의 세태를 풍자하고
시대의 욕망을 날카롭게 포착한 대문호의 위대한 풍속 소설

프랑스의 대문호이자 90여 편에 이르는 장편 소설로 [인간극]이라는 거대한 세계를 구축한 발자크는 풍속의 역사가로 불릴 정도로 다양한 주제를 작품에 담았다. 특히 돈과 법은 발자크 소설의 주요 테마다. 국내 초역으로 소개되는 『결혼 계약』과 『금치산』은 이 주제를 정면으로 다루는 작품으로, 가족 간의 돈 문제에 법이 어떻게 개입하는지를 잘 보여 준다. 소르본 법대에서 공부하고 변호사 사무실에서 서기로 일한 바 있는 발자크는 결혼과 지참금, 상속과 유언 등 계약서 뒤에 숨어 있는 인간의 고통과 절망, 탐욕과 야심을 예리하게 포착해 낸다. 이 두 작품은 무엇보다도 돈의 이해관계로 얽힌 욕망이 꿈틀거리는 세상을 정밀하고 냉혹한 시선으로 분석하는 대문호 발자크의 면모를 확인할 수 있는 걸작이다.

『결혼 계약』은 결혼이라는 일종의 민법상 계약에 관한 소설이다.",1,국내도서-소설/시/희곡
358,9788932918778,59158807,왕국,"16,920원",940원,엠마뉘엘 카레르 저/임호경 역,열린책들,"-2014년 『르 몽드』 문학상 수상작 
-2014년 『리르-렉스프레스』 선정 [최고의 책]
-2014년 『르 푸앵』 선정 [최고의 책]
-2014년 『텔레라마』 [올가을의 책] 중 하나로 선정
-2014년 프랑스 소설 부문 베스트셀러 종합 1위 50만 부 이상 판매!

현존하는 최고의 르포 소설가 엠마뉘엘 카레르가 
독창적으로 재구성한 초기 기독교의 역사!

『옵서버』에 의해 현존하는 가장 중요한 프랑스 작가로 지목된 엠마뉘엘 카레르의 『왕국』이 열린책들에서 출간되었다. 프랑스를 대표하는 작가로 시나리오 작가, 영화감독으로도 활동하는 엠마뉘엘 카레르는 독특한 발상과 날카로운 관찰력, 세련되면서도 다채로운 서술 방식으로 전 세계 독자를 사로잡았다. 그가 발표한 작품들은 30개 이상의 언어로 번역되며 동명의 영화로 제작되는 등 세계적으로 큰 인기를 끌었다.",1,국내도서-소설/시/희곡
359,9788982810329,1761,람세스 (2),"12,600원",700원,크리스티앙 자크 저/김정란 역,문학동네,,1,국내도서-소설/시/희곡
360,9788937456916,128186732,달빛,"13,500원",750원,기 드 모파상 저/윤진 역/권서영 그림,민음사,"결국, 남는 것은 한 폭의 그림!
고전을 감각하는 또 하나의 방법 

민음사에서 ‘세계문학 일러스트 에디션’이 출간되었다. 모파상의 「달빛」, 울프의 「럭턴 유모의 커튼」, 헤밍웨이 「셰익스피어 글방」 등 고전 작가의 ‘숨은 명작’에 오늘날 가장 주목받는 일러스트레이터의 감성을 더했다. 이 시리즈는 전통적인 의미의 ‘읽는 고전’, 오디오북으로 확장된 ‘듣는 고전’에 이어 ‘감각하는 고전’이라는 콘셉트로 기획되었다. 16면의 아코디언 북을 펼치는 순간, 아름다운 일러스트가 풍경처럼 모습을 드러내고 화폭을 좁히고 넓히는 손끝의 힘이 이야기를 자유자재로 움직인다. 3인 3색 일러스트레이터의 개성도 돋보인다. ‘소녀들과 몽환의 작가’ 권서영, ‘팔레트와 물감으로 사랑스러운 색감을 구현하는 작가’ 진청, ‘단단한 풍경을 그리는 작가’ 정다은이 고전 소설을 동시대적인 가치와 감각으로 해석했다.",1,국내도서-소설/시/희곡
361,9788954686877,109625216,피라미드,"11,250원",620원,이스마일 카다레 저/이창실 역,문학동네,"1993년 지중해문학상(해외문학 부문) 수상작
기원전 이집트 건축 이야기에서 오늘의 전체주의 신화까지
카다레의 거대한 품안에서 탄생한 정치적 우화

1992년작. 총 16장으로 구성된 이 장편소설은 기원전 26세기경 고대 이집트를 배경으로 한 정치적 우화로, 쿠푸의 피라미드 건설 이야기에서 시작해 오늘날 전체주의 사회와 통치자와 지배계급의 권력 기제가 어떻게 돌아가는지에 대한 심오한 통찰을 제공한다. 메멘토 모리로서의 파라오의 무덤인 이 신화적 건축물이 현존하는 땅에서, 카다레는 이 소설을 통해 잊힐 수 없는 또하나의 문학적 공간을 창조해냄으로써 오늘날 독자에게 역사의 시간을 건너온 보편적 메시지를 던지고 있다.",2,국내도서-소설/시/희곡
362,9791164455270,104239296,어린왕자 (공식 한국어판),"10,620원",590원,앙투안 드 생텍쥐페리 저/김미정 역,더모던,"생텍쥐페리 재단이 국내에서 유일하게 공인한 『어린 왕자』 한국어판
출간 70년이 넘었지만 오늘날에도 진한 위로를 주는, 우리 시대의 新고전
오리지널 삽화, 서정적인 번역, 고급 패브릭 양장의 아름다운 책으로 만나다!

출간된 지 70여 년이 지났지만, 여전히 가장 새롭고 아름다운 소설인 『어린 왕자』. 성별 연령 인종 국적을 초월해서 큰 사랑을 받는 작품인 만큼 다양한 번역과 판본이 존재하는데, 이 책은 생텍쥐페리 재단의 오리지널 삽화를 수록하고 재단의 공인을 받은 공식판이다. ‘날개 달린 시인(winged poet)’으로 불리던 생텍쥐페리의 따듯하고도 고독한 감성이 촉감으로도 전달될 수 있도록 패브릭 양장으로 제작되었다. 

앙투안 드 생텍쥐페리는 광활한 대지와 대양을 날고 황량한 사막에 불시착하는 고독하고 위험한 직업 조종사의 삶을 작품에 섬세하게 써서, “찬탄해 마지않는 문학성을 지니고 있는데다 다큐멘터리로서의 가치도 뛰어나다(앙드레 지드)”는 찬사를 받았다.",1,국내도서-소설/시/희곡
363,9788937463228,13987060,감정 교육 1,"12,600원",700원,귀스타브 플로베르 저/지영화 역,민음사,"카프카, 프루스트, 로브그리예에게 소설의 새로운 길을 제시한 플로베르 
음악적인 문체 실험으로 20세기 누보로망의 전범이 된 작품 
예술가도 혁명가도 되지 못한 젊은 몽상가의 열정과 고뇌를 그린 자전 소설

19세기 프랑스 문학의 혁명가일 뿐 아니라 20세기 이후 모더니즘 문학과 누보로망의 선구자 귀스타브 플로베르의 대표작이자 자전적인 소설 『감정 교육』이 민음사 세계문학전집으로 출간되었다. 『보바리 부인』, 『살람보』에 이어 플로베르가 문학적 절정에 다다른 1869년 발표한 세 번째 장편 소설 『감정 교육』은 섬세하고 무기력한 한 청년의 생애를 음악적이며 균형 잡힌 문체로 그려 낸 걸작이다. 프랑스 몽펠리에 대학교에서 플로베르 연구로 문학 박사 학위를 수여 받은 역자 지영화는 불필요한 의역을 절제함으로써 사실주의 계열 작가로 국한되며 가려졌던 플로베르의 리듬감 있는 문체를 오롯이 살렸다.",2,국내도서-소설/시/희곡
364,9791193130896,132565054,페스트(완역본),"12,600원",700원,알베르 카뮈 저/구영옥 역,올리버,"20세기 프랑스 문학이 남긴 기념비적인 작품, 《페스트》

1947년에 발표된 《페스트》는 ‘페스트’라는 참혹한 비극을 마주한 다양한 인물들을 통해, 절망적인 재앙 앞에서 인간은 무엇을 해야 하는지 고민하게 하는 작품이다. 알베르 카뮈는 이 책을 통해, 절망에 맞선다는 것은 결국 희망을 놓지 않고 자신의 길을 걸어가는 것이고, 이것이야말로 ‘부조리’한 세상에 대한 진정한 ‘반항’이며 ‘인간’이 걸어가야 할 길이라 말하고 있다. 20세기 프랑스 문학이 남긴 기념비적인 작품으로 평가받는 이 작품은, 제2차 세계대전을 겪으며 죽음의 공포와 유배의 감정, 생이별의 아픔 등을 겪은 동시대인들에게 큰 공감을 얻으며 출간 한 달 만에 초판 2만 부가 판매되었고, 같은 해에 작품성을 인정받아 프랑스 ‘비평가상’을 받았으며, 지금까지 프랑스어판만으로 500만 부 이상 판매되어 세계적인 스테디셀러가 되었다.",1,국내도서-소설/시/희곡
365,9788937464348,125075857,초대받은 여자 1,"14,400원",800원,시몬 드 보부아르 저/강초롱 역,민음사,"20세기 최고의 지성이자 『제2의 성』으로 페미니즘을 혁신한 사상가
공쿠르상, 예루살렘상, 오스트리아 국가상 수상 작가 

시몬 드 보부아르가 체험한 계약 결혼과 실험적인 삼각관계를 바탕으로 
인간의 자유와 존재의 불안을 탐구한 실존주의 문학의 대표작

『제2의 성』을 발표하며 실존주의 철학과 페미니즘 사상에 현저한 영향을 끼친 시몬 드 보부아르의 첫 장편 소설 『초대받은 여자』가 민음사 세계문학전집으로 출간되었다. 1943년, 실존주의의 경전이자 20세기 최대의 철학적 성취로 평가받는 장폴 사르트르의 『존재와 무』와 같은 해에 발표된 이 작품은 실험적인 계약 결혼, 사르트르와 제자 올가 코사키에비치를 둘러싸고 빚어진 삼각관계를 잔인할 정도로 솔직하게 그려 낸, 일종의 실화 소설(Roman a clef)로서 크게 주목받았다. 

그러나 오직 실화(삼각연애의 진상)에 입각해서 『초대받은 여자』를 독해한다면 자칫 이 작품이 지닌 깊이를 간과할 수 있다.",1,국내도서-소설/시/희곡
366,9788932921938,105746596,갈증,"11,520원",640원,아멜리 노통브 저/이상해 역,열린책들,"예수 최후의 나날을 그린 아멜리 노통브 신작
공쿠르상 최종 후보, 전 세계 45만 부 베스트셀러

재판이 시작된다. 예수가 행했던 기적의 수혜자 서른일곱 명이 나타나 기적이 어떻게 자기들의 삶을 망가뜨렸는지 황당한 증언을 한다. 첫 번째 기적은 가나의 결혼식에서 포도주가 떨어졌을 때 물을 포도주로 바꾼 것이었다. 지금 그 신랑 신부는 예수가 일부러 자신들의 굴욕을 즐기며 포도주가 다 떨어질 때를 기다렸다가 능력을 펼쳤다고 주장한다. 눈이 멀었던 자는 세상이 이렇게 추악할 줄 몰랐다며 한탄하고, 문둥병에 걸렸던 자는 이제 아무도 자신에게 적선하지 않는다고 불평한다. 심지어 마귀 들렸던 자는 이렇게 말한다. “마귀가 나간 후로 사는 게 시들해져 버렸어요!” 빌라도는 말도 안 되는 증언들에 대해 반박할 기회를 주려고 하지만, 예수는 아무 말도 하지 않는다. 재판은 정해진 결말, 즉 십자가형을 향해 달려가는데…….",1,국내도서-소설/시/희곡
367,9788954618540,7244976,인생사용법,"33,300원","1,850원",조르주 페렉 저/김호영 역,문학동네,"조르주 페렉은 20세기 후반 프랑스 문학을 대표하는 작가, 온갖 문학적 실험에 몸을 던진 보기 드문 집념의 작가다. 45세 기관지암으로 죽기 전까지 작품 활동을 펼친 기간은 15년 남짓이지만, 소설과 시, 희곡, 시나리오, 에세이, 미술평론 등 다양한 장르를 넘나들며 전방위적인 쓰기를 했다. 작가, 화가, 수학자, 과학자 등 여러 집단으로 구성된 실험문학그룹 울리포Oulipo의 자장 아래, 반복된 형식을 끔찍하게 싫어해 매번 새로운 글쓰기에 도전해 다가올 시대를 예비했던 페렉. 그의 문학세계가 지닌 다양한 스펙트럼을 살필 수 있는 [조르주 페렉 선집]의 일곱 작품ㅡ『어느 미술애호가의 방』 『인생사용법』 『공간의 종류들』 『생각하기/분류하기』 『나는 기억한다』 『잠자는 남자』 『겨울여행 & 어제여행』ㅡ은 문학의 무궁무진한 가능성과 새로운 지평을 확인하고 음미하는 좋은 계기가 될 것이다.

『인생사용법』은 다채롭고 흥미롭기 그지없는 방대한 분량의 작품이다.",1,국내도서-소설/시/희곡
368,9788932018287,2797009,위험한 관계,"16,200원",900원,쇼데를로 드 라클로 저/윤진 역,문학과지성사,"18세기 말, 프랑스 사교계의 허영과 성적 욕망, 부패한 사랑 게임을, 여러 인물들이 주고받는 총 175개의 편지로 낱낱이 밝힌 서간체 소설. 이 소설은 남녀간에 복잡하게 얽힌 애정관계를 풀어나가는 과정이 포병장교라는 저자의 직업에 걸맞게 냉철하고 치밀하다. 1789년 프랑스대혁명 발발 직전의 프랑스 귀족사회에 대한 완벽에 가까운 묘사와 내밀한 심리 묘사로 18세기 프랑스 소설의 백미로 꼽히는 작품이다.",2,국내도서-소설/시/희곡
369,9788931024951,146738901,위기의 여자,"9,900원",550원,시몬 드 보부아르 저/손장순 역,문예출판사,"삶의 고통 속에서도 인간 실존과 자아를 재발견하며
정신적 위기를 극복하려는 한 여성의 고뇌의 기록!

시몬 드 보부아르가 그려낸 존재의 균열과 감정의 진실
보부아르 특유의 감성과 통찰력이 돋보이는 작품

시몬 드 보부아르는 사랑에서 남녀 간의 자유롭고 평등한 관계를 중요시했고 그런 자신의 독특한 결혼관을 사르트르와 계약 결혼을 통해 실천했다. 이 작품은 보부아르가 60세에 발표한 소설로 여성이 억압적인 현실을 인식하고 자신의 존재를 자각하는 과정을 냉정하게 그려나간다. 당시 프랑스와 서구 사회에서는 사회적 변화에 대한 욕구가 강하게 분출되고 있었고, 보부아르는 전통적인 성 역할 속에서 억압받는 당시 여성의 삶을 비판하며 여성 해방과 자아실현을 탐구한다.

애인이 생겼다는 남편의 고백에 충격을 받고 질투와 절망의 나락으로 빠져드는 모니크, 두 여자의 틈바귀에서 양심의 가책과 사랑의 갈등으로 번민하는 남편 모리스, 남편을 사로잡은 육감적이며 지적인 변호사 노엘리.",1,국내도서-소설/시/희곡
370,9791141600006,130094955,마치 박사의 네 아들,"15,120원",840원,브리지트 오베르 저/양영란 역,엘릭시르,"“이 집엔 살인마가 있습니다. 마치 박사의 네 아들 가운데 한 명이죠.”
전과가 있는 가정부 vs 사이코패스 살인마

브리지트 오베르가 독자에게 던지는
변주와 변칙으로 가득한 자신만만한 도전장

과거를 숨긴 채 마치 박사의 저택에서 일하고 있는 가정부 지니. 어느 날 몰래 걸쳐본 사모님의 코트 안쪽에서 비밀스러운 쪽지를 발견한다. 그 쪽지에 쓰인 것은 누군가의 소름끼치는 살인 고백. 이 끔찍한 쾌락 살인마는 심지어 자신이 마치 박사의 네쌍둥이 아들 중 하나라고 자신만만하게 밝히기까지 하는데…… 그에게 언제 살해당할지 모른다는 공포에 휩싸이면서도 지니는 결심한다. ‘아무래도 내가 나서야겠어!’

마치 박사의 집에서 일하는 가정부 지니는 우연히 누군가 숨겨놓은 일기를 발견한다. 무심코 읽어본 일기에는 섬뜩한 내용이 적혀 있었다. 자신은 마치 박사의 네 아들 중 한 명이며, 여자들을 죽이고 다니는 살인범이라는 것이다. 심지어 다시 살인을 저지를 거라는 예고까지.",1,국내도서-소설/시/희곡
371,9788937485688,68811305,잃어버린 시간을 찾아서 8,"15,300원",850원,마르셀 프루스트 저/김희영 역,민음사,"국내 최고의 프루스트 번역서, 후속편 출간
『잃어버린 시간을 찾아서』, 그 네 번째 이야기, 「소돔과 고모라」

1편 「스완네 집 쪽으로」, 2편 「꽃핀 소녀들의 그늘에서」, 3편 「게르망트 쪽」에 이어  『잃어버린 시간을 찾아서』 4편 「소돔과 고모라」가 7, 8권으로 출간되었다. 「소돔과 고모라」는 성경에 언급된 성적으로 타락한 두 도시에서 가져온 이름으로, 이 작품에서 화자 마르셀은 다양한 계기와 상황을 통해 동성애에 대한 주제를 이끌어 나간다. 앞 권에서 그토록 열망하던 게르망트 공작 부인의 만찬에 참석해 포부르생제르맹 귀족 사회와 맞닥뜨렸던 마르셀은 게르망트 공작 부인을 기다리다가 샤를뤼스 씨와 젊은 재봉사 쥐피앵의 묘한 만남을 목격한다. 그 후 자신의 동성애적 성향을 깨달은 그는 게르망트 대공 부인이 베푸는 연회에 다시 참석해 죽음의 빛이 완연한 스완과 대화를 나눈다. 이후 퓌스뷔스 부인의 시녀를 통해 성적 욕망을 충족하기 위해 발베크에 돌아간 그에게 죽은 할머니의 추억이 불현듯 엄습하고, 그는 사교계에 홀려 할머니를 돌보지 않았다는 죄책감에 사로잡힌다. 알베르틴과 자동차로 발베크 근교를 산책하다가 베르뒤랭 부인의 만찬에 가기 위해 지방 열차를 타게 된 그는 베르뒤랭 부인의 패거리와 조우해 샤를뤼스와 모렐의 관계까지 알게 된 데 이어 알베르틴의 고모라적 성향을 알고 깊은 충격을 받는다. 알베르틴에 대한 질투심에 사로잡힌 그는 어머니에게 편지를 보내 알베르틴과 꼭 결혼하고 말겠다고 선언한다.

『잃어버린 시간을 찾아서』는 모두 7편에 이르는 연작 소설로서, 그 분량을 합하면 몇천 쪽에 이르는 방대한 작품이다. 2013년, 「스완네 집 쪽으로」 출간 100주년을 맞아 첫 편을 내기 시작한 민음사는 2022년 프루스트 사후 100주년에 맞춰 전 권 완역 출간을 준비 중이다. 국내에서는 최초로 ‘프루스트 전공자’인 김희영 한국외국어대학교 명예교수가 “프루스트 전공자로서 사명감과 용기를 가”지고 번역에 모든 정열과 노력을 쏟고 있다.

1985년 국내에서 처음으로 번역된 판본(1954년 판)과는 달리, 1987년 프랑스 플레이아드 전집 판으로 새롭게 출간된 판본을 번역본으로 삼았으며, 현재까지도 계속되고 있는 프루스트 연구자들의 주석 작업, 그리고 중국과 일본 등 여러 국가 판본들을 비교, 참고해서 진행하는, 그야말로 프루스트의 ‘정본’이라고 할 만한 번역본이다.

역자 김희영 교수는 이번 번역 작업을 통해 “길고 난해한” 프루스트의 문장을 “최대한 존중”하여 “텍스트의 미세한 떨림”을 살리는 데 중점을 두었다고 밝혔으며, “독자의 이해와 작품의 올바른 수용을 위해 최대한 많은 주석 작업을 통해 문화적, 예술적 차이를 극복하고자” 했다고 말한다. 『잃어버린 시간을 찾아서』의 절반의 고개를 넘은 4편의 출간은 민음사 판본과 함께 프루스트 독해를 시작한 이들에게뿐만 아니라 앞으로 시작할 이들에 이르기까지, 프루스트를 이해하기 위한 든든한 기둥이 되어 줄 것이다. ",2,국내도서-소설/시/희곡
