순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
94,9788932015149,1391127,변신 인형,"16,200원",900원,왕멍 저/전형준 역,문학과지성사,"루쉰과 함께 20세기 중국소설을 대표하는 왕멍의 자전적 소설. 국내에는 잘 알려지지 않았지만, 아시아권에서 가장 유력한 노벨문학상 수상자로 거명되는 작가이다. 삶에 대한 깊은 통찰력, 과감하고 다양한 형식적 실험, 풍자와 유머로 거듭나는 치열한 시대정신 등 중국소설의 새로운 경지를 보여주는 작품. 

20여 개국에서 출판되었고, 중국 국가급 문학상과 이탈리아 일본 등 세계 유수의 국제 문학상을 여러 차례 수상했다. 그의 작품을 관통하는 비판적 현실 인식과 이를 뒷받침하는 다변화된 시점과 화법, 그리고 복잡한 성격의...",2,국내도서-소설/시/희곡
95,9791160201048,81703018,서유기 세트,"135,000원","7,500원",오승은 저/홍상훈 등역,솔,"원전에 가장 충실한 정본 완역본!
이야기하듯 풀어낸 삼장 일행의 기상천외한 여행기!

중국문학 연구와 대중화에 앞장서온 홍상훈 교수와 공동 번역자들은 풍부한 자료 조사와 깔끔한 번역을 바탕으로 그동안 접하기 어려웠던 원전 『서유기西遊記』를 독자들에게 생생하게 보여준다. 그 덕분에 우리는 익히 알고 있는 ‘삼장법사’와 ‘손오공’, ‘저팔계’, ‘사오정’이 아닌 전혀 다른 성격의 그들을 만나게 된다.

이번 솔출판사의 『서유기』는 창작 당시의 역사적 사실과 시대상을 반영하는 한편 다양한 판본 비교를 통해 원전 『서유기』의 내용을 온전히 되살렸다. 이를 통해 중생 구제를 위해 불경을 찾으러 떠난다는 도식적인 주제 너머의 핵심적인 내용, 즉 삼장법사와 손오공, 저팔계, 사오정을 둘러싼 흥미로운 다양한 에피소드와 더불어 시공간을 초월하는 우리 인간의 현세적 욕망을 적나라하게 보여준다.
",2,국내도서-소설/시/희곡
96,9791195762477,74039837,악어 노트,"15,300원",850원,추먀오진 저/방철환 역,움직씨,"타이완 대항 문학의 아이콘이자 천재 작가로 알려진 추먀오진의 대표 장편 소설이다. 2017년 뉴욕에서 번역가 보니 휴에 의해 영문판으로 번역 출간되면서 더 펜 번역상, 루시앙 스트뤽 아시아 문학 번역상 등을 휩쓸면서 화제가 된 작품이기도 하다. 뉴욕 타임스에 미래적인 에너지로 가득 찬 소설이자 여성 혐오, 동성애 혐오, 성별 이분법, 가부장제, 자본주의 모순을 대담하게 꿰뚫는 젠더 바이너리 문학으로 그 우수성이 비중 있게 평가된 바 있다.

아시안 여성의 관점에서 계급, 젠더, 섹슈얼리티에서 비롯되는 통증과 쾌락의 깊이를 모두 드러내는, 때로는 농담처럼 우스꽝스럽고, 때로는 비참하게 슬프며, 또 때로는 자유분방하게 혁명적인 감수성을 표출하는 작품이다.
",1,국내도서-소설/시/희곡
97,9788991291409,77283040,연인 서태후,"18,520원",390원,펄 S. 벅 저/이종길 역,길산,,1,국내도서-소설/시/희곡
98,9788934991717,91184145,사조영웅전 3,"11,520원",640원,김용 저/김용소설번역연구회 역,김영사,"중국 문학의 찬란한 금자탑이자 영원한 신화 김용의 대표작
국내 최초 정식 출간 완역본

무협소설사에 길이 남을 불멸의 고전 『사조영웅전』. 김용의 작품 가운데 가장 널리 애독된 〈사조삼부곡〉 시리즈의 첫 번째 이야기가 막을 올린다! 김용이 무협 작가로 널리 알려진 계기가 된 소설이자, 역사와 허구의 교묘한 배합, 눈앞에서 그려지는 듯한 무공 묘사, 개성 강한 인물 군상 등 ‘김용 스타일’이 확고하게 자리 잡은 작품. 송·금·원 교체기의 거대한 소용돌이 속에서 대의를 위해 헌신한 영웅들을 통해 되새기는 진정한 도(道)와 의(義)의 의미! 드넓은 중원과 사막을 무대로 펼쳐지는 의인 협객들의 호쾌한 모험과 대결까지. 격동하는 중국 역사의 한 페이지가 신필(神筆) 김용의 붓끝에서 되살아난다.",2,국내도서-소설/시/희곡
99,9788954653008,113477093,삼생삼세 보생연 1,"15,300원",850원,당칠공자 저/문현선 역,문학동네,"중국 고서 『산해경』과 도교, 불교, 중국 고대 전설과 신화를 혼합해 탁월한 상상력과 섬세하고 우아한 필치로 ‘삼생삼세’의 세계를 구축해낸 중국의 작가, 당칠. 많은 사랑을 받았던 시리즈의 전작 ‘십리도화’ ‘침상서’에 이어, 이번에는 시리즈의 세번째 이야기인 『삼생삼세 보생연』을 드디어 선보인다. 『삼생삼세 십리도화』에 등장했던 주변 인물들이 『삼생삼세 보생연』에서는 주인공으로 전면에 나선다. 야화의 셋째 숙부인 연송과 찹쌀경단을 가르쳤던 성옥이 그들이다. 세계관은 더욱 과감하게 확장됐다. 당칠은 중국의 천지 창조 신화와는 전혀 다른 ‘삼생삼세’만의 태곳적을 새로이 그려낸다. 신의 세계로부터 인간의 세계가 어떻게 만들어졌는지 그 시작에서부터, 만날 수 없는 두 세계가 기어이 이어지는 현세까지 또 한번 장대한 서사가 펼쳐진다.",1,국내도서-소설/시/희곡
100,9788950979508,71837609,잠중록 2,"21,600원","1,200원",처처칭한 저/서미영 역,arte(아르테),"가족을 살해했다는 누명을 쓰고 쫓기던 소녀가 황실로 숨어들면서 펼쳐지는 미스터리 사극 로맨스 『잠중록』(전 4권) 1, 2권이 아르테에서 동시 출간되었다. 남장으로 신분을 감춘 천재 탐정소녀 황재하, 모든 것이 완벽하지만 냉담하고 무심한 황족 이서백, 이 두 사람이 해결해가는 황실의 기이한 사건들과 둘 사이의 미묘한 감정을 그려낸 이 소설은 중국의 인기 로맨스 작가 처처칭한의 대표작이다. 

『잠중록』은 중국 문학 사이트인 텐센트 QQ 독서와 장웨(iReader)에서 베스트셀러 1위를 차지하고 조회수는 1억 뷰를 돌파했으며, 인기에 힘입어 웹툰으로도 제작되었다. 현재 소설·만화 저장수 500만을 넘기고 종이책으로 출간되어 80만 부 이상이 판매되었다.",1,국내도서-소설/시/희곡
101,9788932911625,4784443,아Q정전,"10,620원",590원,루쉰 저/김태성 역,열린책들,"현대 중국의 문학 정신과 인문 정신의 출발인 루쉰. 
영원히 '오늘'을 사는 작가 루쉰의 작품을 통해 우리의 현실을 읽는다.

중국 문화의 기둥으로 존재하며 현대 중국인의 가치관 가장 밑바닥에 자리하고 있는 루쉰의 정신, 그의 문학세계를 만나볼 수 있는 작품집. 이 책에는 루쉰의 소설집 『외침』과 『방황』에서 뽑은 「광인 일기」와 「아Q정전」을 비롯하여 중국 현대 문학의 출발점이 되는 루쉰의 주요 중·단편소설 열 다섯 편이 수록되어 있다.",2,국내도서-소설/시/희곡
102,9788934991748,91184189,사조영웅전 6,"11,520원",640원,김용 저/김용소설번역연구회 역,김영사,"중국 문학의 찬란한 금자탑이자 영원한 신화 김용의 대표작
국내 최초 정식 출간 완역본

무협소설사에 길이 남을 불멸의 고전 『사조영웅전』. 김용의 작품 가운데 가장 널리 애독된 〈사조삼부곡〉 시리즈의 첫 번째 이야기가 막을 올린다! 김용이 무협 작가로 널리 알려진 계기가 된 소설이자, 역사와 허구의 교묘한 배합, 눈앞에서 그려지는 듯한 무공 묘사, 개성 강한 인물 군상 등 ‘김용 스타일’이 확고하게 자리 잡은 작품. 송·금·원 교체기의 거대한 소용돌이 속에서 대의를 위해 헌신한 영웅들을 통해 되새기는 진정한 도(道)와 의(義)의 의미! 드넓은 중원과 사막을 무대로 펼쳐지는 의인 협객들의 호쾌한 모험과 대결까지. 격동하는 중국 역사의 한 페이지가 신필(神筆) 김용의 붓끝에서 되살아난다.",1,국내도서-소설/시/희곡
103,9791159921421,59482933,햇빛 어른거리는 길 위의 코끼리,"14,400원",800원,우밍이 저/허유영 역,알마,"대만의 대표작가 우밍이가 선사하는 세월의 마술
사라진 타이베이의 랜드마크 ‘중화상창’
그곳에서 펼쳐지는 열 편의 마술 같은 이야기

대만 최초로 2018 맨부커상 후보에 오른 작가 우밍이
그의 첫 한국어판 소설집

『햇빛 어른거리는 길 위의 코끼리』는 대만을 대표하는 작가 우밍이의 첫 한국어판 소설집으로 상가를 삶의 터전으로 하는 인간 군상들을 통해 생명력 가득한 80년대 타이베이의 모습을 재조명하는 작품이다. 책에는 타이베이의 랜드마크로 불리다 1992년 사라진 상가 건물 ‘중화상창’을 배경으로 한 열 편의 소설이 수록되어 있다.
저자 우밍이는 2018 맨부커상 인터내셔널 부문에 후보로 선정되었는데 후보 13명 중 아시아 작가는 한강과 우밍이 단 둘뿐이다. 우밍이는 대만 작가 최초로 맨부커상 후보에 올랐으며 이를 계기로 자신이 세계적인 작가임을 입증했다. 그의 책은 이미 9개 이상의 언어로 번역되어 그 가치를 인정받고 있다.",1,국내도서-소설/시/희곡
104,9791165796860,103741202,마술 피리,"16,020원",890원,찬호께이 저/문현선 역,검은숲,"중국어권 NO.1 작가 찬호께이표 추리 세계의 원점!
악의에 찬 범죄, 치밀한 논리, 상세한 고증으로 
재해석한 세 편의 기묘한 동화들

범죄소설 『13.67』부터 사회문제를 다루는 미스터리 『망내인』, 공포소설 『염소가 웃는 순간』 까지 늘 변화하는 모습을 보여준 찬호께이가 동화와 추리를 새롭게 엮어냈다. 신작 『마술 피리 : 동화 속 범죄사건 추리 파일』는 작가의 추리 세계 원점이라 할 수 있는 「잭과 콩나무 살인사건」을 비롯한 동화 추리 세 편을 한 권에 모았다. 섬세하고 철저한 고증으로 중세시대 미신이 자아내는 어두운 분위기를 되살렸을 뿐만 아니라 우리가 침대 맡에서 들어 잘 알고 있는 이야기들을 재구성함으로써 본격 미스터리에 새로운 바람을 불러일으켰다는 호평을 받고 있다.",1,국내도서-소설/시/희곡
105,9788954645935,42781504,삼생삼세 십리도화,"14,400원",800원,당칠공자 저/문현선 역,문학동네,"“내게 아무것도 안 남는다 해도 함께 있고 싶어요?”
“내가 원하는 것은 언제나 당신 하나뿐이었어요.”

가장 아름다운 순간에도 사랑을 믿지 못하던 여자
가장 기쁜 순간에도 미소 짓는 법을 모르던 남자
피할 수 없는 사랑에 빠지다

2017년 중국 드라마 최고 화제작 원작 소설
동영상 누적 조회 수 400억 뷰 돌파
110만 부 판매 밀리언셀러

『삼생삼세 십리도화三生三世 十里桃花』.

삼생삼세(三生三世)―세 번의 삶 동안, 십리도화(十里桃花)―“복숭아꽃이 십리 가득 흐드러지게 피었다. 하지만 가슴에는 한 송이만으로 충분했다”는 본문의 문장이 암시하듯 소설은 하나의 사랑을 지키는 이야기이다. 『삼생삼세 십리도화』는 바우허우(85後, 1985년~1989년 출생) 세대 작가이며, 정확한 나이는 알려져 있지 않은 작가 당칠공자(필명)의 작품이다.",1,국내도서-소설/시/희곡
106,9788971847268,2663528,세상사는 연기와 같다,"10,800원",600원,위화 저/박자영 역,푸른숲,"《세상사는 연기와 같다》는 1980년대에 발표된 위화의 중편소설 네 편을 모은 소설집이다. 당시 위화는 환상에 가까운 시공간과 엽기적인 인물들, 잔인한 사건과 죽음의 연쇄로 점철된 중단편 소설을 연이어 발표하면서 선봉파 소설의 대표 작가로 부상했다. 삶의 진실은 일상의 이면에 자리한다고 믿었던 위화는 기존 소설의 형식을 파괴하고, 현실의 논리로는 설명되지 않는 인물과 사건을 배치해 보편적인 세계관과 가치를 전복하려는 의도를 분명히 했다. 여기 실린 네 편의 소설은 그런 경향을 대표하는 작품들로 위화의 초기 문학 ...",1,국내도서-소설/시/희곡
107,9788908042285,329219,초한지 5,"10,800원",600원,정비석 저,범우사,"불륜의 사생아로 태어난 소년 정政이 생부인 여불위까지 죽여 가면서 인류 역사상 미증유의 웅대한 통일 전제국가를 이루어 가는 과정과 곳곳에 별궁으로 꾸며졌던 아방궁의 실체, 그러한 거대 국가인 진秦이 불과 10년 만에 붕괴되고 말았던 역사의 흐름 등을 이 소설을 통해 읽을 수 있다. 또한 항우와 유방의 인간 경영의 비책과 풍운 중첩하고 파란 만장한 흥망 성쇠의 역사를 바탕으로 인간사의 철리를 꿰뚫어 볼 수 있다.",2,국내도서-소설/시/희곡
108,9788934989431,97537807,녹정기 세트,"115,200원","6,400원",김용 저/이덕옥 역,김영사,"마침내 김용 유니버스의 대미를 장식하다!
국내 최초 정식 출간 완역본

중국 문학의 영원한 신화 김용이 남긴 최후의 대작 『녹정기』. 새로운 무협을 향한 김용의 끝없는 실험의 종지부를 찍는 ‘위소보’라는 안티히어로를 탄생시키며 김용 유니버스의 대미를 장식했다. 청나라 최전성기를 배경으로 역사적 사건을 허구적 상상력과 절묘하게 융합한, ‘신필神筆’의 최고 경지를 이룩한 역작이다. 한국의 김용 팬들이 손꼽아 기다려온 『녹정기』의 국내 정식 출간 완역본. 청나라 초기, 패권을 쥔 만주족 황실과 명나라를 되찾으려는 한족 백성들의 항쟁이 계속되던 시대. 황실과 백성 양쪽 편을 넘나들며 화려한 언변과 번뜩이는 기지로 천하를 주름잡은 소년 위소보의 모험 활극이 펼쳐진다.

세트 구매자에게는 『녹정기』 특별부록 [천하를 품을 진정한 영웅을 찾아서]가 제공된다.",2,국내도서-소설/시/희곡
109,9791160201062,81702302,서유기 2,"13,500원",750원,오승은 저/홍상훈 등역,솔,"원전에 가장 충실한 정본 완역본!
이야기하듯 풀어낸 삼장 일행의 기상천외한 여행기!

중국문학 연구와 대중화에 앞장서온 홍상훈 교수와 공동 번역자들은 풍부한 자료 조사와 깔끔한 번역을 바탕으로 그동안 접하기 어려웠던 원전 『서유기西遊記』를 독자들에게 생생하게 보여준다. 그 덕분에 우리는 익히 알고 있는 ‘삼장법사’와 ‘손오공’, ‘저팔계’, ‘사오정’이 아닌 전혀 다른 성격의 그들을 만나게 된다.

이번 솔출판사의 『서유기』는 창작 당시의 역사적 사실과 시대상을 반영하는 한편 다양한 판본 비교를 통해 원전 『서유기』의 내용을 온전히 되살렸다. 이를 통해 중생 구제를 위해 불경을 찾으러 떠난다는 도식적인 주제 너머의 핵심적인 내용, 즉 삼장법사와 손오공, 저팔계, 사오정을 둘러싼 흥미로운 다양한 에피소드와 더불어 시공간을 초월하는 우리 인간의 현세적 욕망을 적나라하게 보여준다.
",1,국내도서-소설/시/희곡
110,9788932923437,121507871,황니가,"15,120원",840원,찬쉐 저/김태성 역,열린책들,"노벨 문학상 수상 유력 후보
찬쉐의 시작 그리고 모든 것

현대 문학계에서 가장 혁신적이고도 중요한 소설가이자 노벨 문학상 수상 유력 후보 중 한 명으로 꼽히는 찬쉐. 이런 그의 데뷔작이자 문학 세계의 정수를 보여 주는 작품인 『황니가(黃泥街)』가 열린책들에서 출간되었다. 이 소설은 〈황니가〉라는 거리에서 〈왕쯔광(王子光)〉이라는 존재를 기다리며 서서히 죽음과 소멸을 향해 나아가는 사람들의 모습을 그린다. 

『황니가』는 난해하면서도 섬세한 묘사, 그리고 풍부한 이미지를 바탕으로 정교하게 조탁된 철학적 사유가 작품 속에 스며들어 있는 작품이다. 전환과 비약으로 가득 차 있는 것 같은 이 소설을 잘 읽다 보면, 실은 그 내면에 겉으로는 드러나지 않는 완고하고 치밀한 논리가 숨어 있음을 깨닫게 된다.",1,국내도서-소설/시/희곡
111,9788950979522,77209742,잠중록 4,"21,600원","1,200원",처처칭한 저/서미영 역,arte(아르테),"“재하, 너는 내 생의 큰 실수이자 큰 행운이다.”

소용돌이처럼 거세게 휘몰아치는 미스터리 사극 로맨스
핏빛 운명 속 두 사람, 그리고 마지막 비녀의 기록!

가족을 살해했다는 누명을 쓰고 쫓기던 소녀가 황실로 숨어들면서 펼쳐지는 미스터리 사극 로맨스 『잠중록 4』, 마지막 권이 아르테에서 출간되었다. 남장으로 신분을 감춘 천재 탐정소녀 황재하, 모든 것이 완벽하지만 냉담하고 무심한 황족 이서백, 이 두 사람이 해결해가는 기이한 사건들과 둘 사이의 미묘한 감정을 그려낸 이 소설은 중국의 인기 로맨스 작가 처처칭한의 대표작이다.

『잠중록』은 중국 문학 사이트인 텐센트 QQ 독서와 장웨(iReader)에서 베스트셀러 1위를 차지하고 조회수는 1억 뷰를 돌파했으며, 인기에 힘입어 웹툰으로도 제작되었다. 현재 소설?만화 저장수 500만을 넘기고 종이책으로 출간되어 80만 부 이상이 판매되었으며, 드라마 제작 또한 크랭크인을 앞두고 있다.",1,국내도서-소설/시/희곡
112,9788950979515,73436660,잠중록 3,"21,600원","1,200원",처처칭한 저/서미영 역,arte(아르테),"가족을 살해했다는 누명을 쓰고 쫓기던 소녀가 황실로 숨어들면서 펼쳐지는 미스터리 사극 로맨스 『잠중록 3』(전 4권)이 아르테에서 출간되었다. 남장으로 신분을 감춘 천재 탐정소녀 황재하, 모든 것이 완벽하지만 냉담하고 무심한 황족 이서백, 이 두 사람이 해결해가는 기이한 사건들과 둘 사이의 미묘한 감정을 그려낸 이 소설은 중국의 인기 로맨스 작가 처처칭한의 대표작이다.

『잠중록』은 중국 문학 사이트인 텐센트 QQ 독서와 장웨(iReader)에서 베스트셀러 1위를 차지하고 조회수는 1억 뷰를 돌파했으며, 인기에 힘입어 웹툰으로도 제작되었다. 현재 소설·만화 저장수 500만을 넘기고 종이책으로 출간되어 80만 부 이상이 판매되었으며, 드라마 제작 또한 크랭크인을 앞두고 있다.",1,국내도서-소설/시/희곡
113,9788971847282,2693336,내게는 이름이 없다,"13,500원",750원,위화 저/이보경 역,푸른숲,"훗날의 장편소설들과 마찬가지로 무대는 변두리의 허름한 동네, 등장인물은 가진 거라고는 ‘질긴 목숨’ 하나뿐인 어딘가 모르게 부족하고 이상하고 한심한 인생들이다. 위화는 이 볼품없는 사람들의 삶을 단순하고 소박하게, 화려한 수식이나 이렇다 할 감정 표현 없이 담담하게 그려낸다. 

이 작품에는 부푼 가슴을 안고 위풍당당하게 세상에 발을 디딘 주인공이 이해할 수 없는 상황을 맞닥뜨리며, 태어나 처음으로 세상의 불합리와 모순을 경험하는 모습이 생생하게 그려져 있다. 성장소설의 일반적인 도식에서 ‘먼 길을 떠나는?..",2,국내도서-소설/시/희곡
114,9788934991731,91184176,사조영웅전 5,"11,520원",640원,김용 저/김용소설번역연구회 역,김영사,"중국 문학의 찬란한 금자탑이자 영원한 신화 김용의 대표작
국내 최초 정식 출간 완역본

무협소설사에 길이 남을 불멸의 고전 『사조영웅전』. 김용의 작품 가운데 가장 널리 애독된 〈사조삼부곡〉 시리즈의 첫 번째 이야기가 막을 올린다! 김용이 무협 작가로 널리 알려진 계기가 된 소설이자, 역사와 허구의 교묘한 배합, 눈앞에서 그려지는 듯한 무공 묘사, 개성 강한 인물 군상 등 ‘김용 스타일’이 확고하게 자리 잡은 작품. 송·금·원 교체기의 거대한 소용돌이 속에서 대의를 위해 헌신한 영웅들을 통해 되새기는 진정한 도(道)와 의(義)의 의미! 드넓은 중원과 사막을 무대로 펼쳐지는 의인 협객들의 호쾌한 모험과 대결까지. 격동하는 중국 역사의 한 페이지가 신필(神筆) 김용의 붓끝에서 되살아난다.",2,국내도서-소설/시/희곡
115,9788950979492,71837591,잠중록 1,"21,600원","1,200원",처처칭한 저/서미영 역,arte(아르테),"가족을 살해했다는 누명을 쓰고 쫓기던 소녀가 황실로 숨어들면서 펼쳐지는 미스터리 사극 로맨스 『잠중록』(전 4권) 1, 2권이 아르테에서 동시 출간되었다. 남장으로 신분을 감춘 천재 탐정소녀 황재하, 모든 것이 완벽하지만 냉담하고 무심한 황족 이서백, 이 두 사람이 해결해가는 황실의 기이한 사건들과 둘 사이의 미묘한 감정을 그려낸 이 소설은 중국의 인기 로맨스 작가 처처칭한의 대표작이다. 

『잠중록』은 중국 문학 사이트인 텐센트 QQ 독서와 장웨(iReader)에서 베스트셀러 1위를 차지하고 조회수는 1억 뷰를 돌파했으며, 인기에 힘입어 웹툰으로도 제작되었다. 현재 소설·만화 저장수 500만을 넘기고 종이책으로 출간되어 80만 부 이상이 판매되었다.",1,국내도서-소설/시/희곡
116,9788954619554,7874124,열세 걸음,"14,850원",820원,모옌 저/임홍빈 역,문학동네,"2012 노벨문학상 수상 작가 모옌의 대표 장편소설
'문학동네 세계문학전집' 100권

2012년 중국 대륙 최초로 노벨문학상을 수상한 모옌의 작품세계는 한마디로 ""환상적 리얼리즘""으로 규정할 수 있다. 이러한 모옌의 정수가 담긴 작품 『열세 걸음』이 「문학동네 세계문학전집」 100권으로 출간되었다. 참새가 외발뛰기를 하는 걸 보면 천운을 얻는데, 열두 걸음까지는 재물운, 관운, 도화운, 사업운 등이 차례로 들어오지만, 열세번째 걸음을 보는 순간 그때껏 들어온 모든 운이 곱절의 악운이 되어버린다는 러시아 민담을 모티프로, 환상과 현실의 경계를 넘나들며 중국 민중의 삶을 리얼하게 풍자한다.

이 소설은 동물원 우리 안에 갇힌 화자 ‘너’가 청자인 ‘우리’에게 ‘그들’의 이야기를 들려주는 독특한 형식을 취하고 있다. ‘너’는 분필을 씹어 삼키며 ‘그들’, 즉 지방 소도시의 지식인들 팡푸구이와 장츠추, 그리고 그 가족들의 비극적인 삶을 들려준다.",1,국내도서-소설/시/희곡
117,9788908042377,328583,초한지 4,"10,800원",600원,정비석 저,범우사,"불륜의 사생아로 태어난 소년 정政이 생부인 여불위까지 죽여 가면서 인류 역사상 미증유의 웅대한 통일 전제국가를 이루어 가는 과정과 곳곳에 별궁으로 꾸며졌던 아방궁의 실체, 그러한 거대 국가인 진秦이 불과 10년 만에 붕괴되고 말았던 역사의 흐름 등을 이 소설을 통해 읽을 수 있다. 또한 항우와 유방의 인간 경영의 비책과 풍운 중첩하고 파란 만장한 흥망 성쇠의 역사를 바탕으로 인간사의 철리를 꿰뚫어 볼 수 있다.",2,국내도서-소설/시/희곡
118,9788950997458,104193554,잠중록 외전,"16,200원",900원,처처칭한 저/서미영 역,arte(아르테),"“두 달 안에 이 사건을 해결하지 못한다면 
내 그대에게 아주 실망할 것이야, 기왕비 전하.”
천재 추리 소녀가 펼치는 압도적 미스터리 사극 로맨스

이서백과 황제하가 혼례를 앞둔 어느 날, 왕온이 사람을 죽이고 사라졌다는 소식이 날아든다. '청애'라 칭하는 자신의 칼로 거안국 사신과 부하 두 명을 찔러 사망자 두 명과 중상자 한 명을 낸 중대한 사건! 그러나 이 두 사건에는 이상한 점이 있는데 바로 왕온이 같은 시간에 성 안과 밖, 두 군데에서 동시에 나타나 같은 칼로 사람을 죽였다는 것이다. 이 사건으로 인해 대당 전체가 들썩이기 시작하고, 이서백은 돈황을 관활하는 사주 자사 구승운과 관련이 있을 거라고 추측한다. 이에 황재하는 보름 후 앞두고 있던 혼례를 미루고 위험에 빠진 왕온을 돕기 위해 사막으로 향하는데…….

‘잠중록(簪中錄)’은 ‘비녀의 기록’이라는 뜻으로, 주인공 황재하가 추리를 할 때 머리의 비녀를 뽑아 끼적이는 버릇과도 이어지는 제목이다.",2,국내도서-소설/시/희곡
119,9788934991861,91184211,사조영웅전 8,"11,520원",640원,김용 저/김용소설번역연구회 역,김영사,"중국 문학의 찬란한 금자탑이자 영원한 신화 김용의 대표작
국내 최초 정식 출간 완역본

무협소설사에 길이 남을 불멸의 고전 『사조영웅전』. 김용의 작품 가운데 가장 널리 애독된 〈사조삼부곡〉 시리즈의 첫 번째 이야기가 막을 올린다! 김용이 무협 작가로 널리 알려진 계기가 된 소설이자, 역사와 허구의 교묘한 배합, 눈앞에서 그려지는 듯한 무공 묘사, 개성 강한 인물 군상 등 ‘김용 스타일’이 확고하게 자리 잡은 작품. 송·금·원 교체기의 거대한 소용돌이 속에서 대의를 위해 헌신한 영웅들을 통해 되새기는 진정한 도(道)와 의(義)의 의미! 드넓은 중원과 사막을 무대로 펼쳐지는 의인 협객들의 호쾌한 모험과 대결까지. 격동하는 중국 역사의 한 페이지가 신필(神筆) 김용의 붓끝에서 되살아난다.",1,국내도서-소설/시/희곡
120,9788934991724,91184150,사조영웅전 4,"11,520원",640원,김용 저/김용소설번역연구회 역,김영사,"중국 문학의 찬란한 금자탑이자 영원한 신화 김용의 대표작
국내 최초 정식 출간 완역본

무협소설사에 길이 남을 불멸의 고전 『사조영웅전』. 김용의 작품 가운데 가장 널리 애독된 〈사조삼부곡〉 시리즈의 첫 번째 이야기가 막을 올린다! 김용이 무협 작가로 널리 알려진 계기가 된 소설이자, 역사와 허구의 교묘한 배합, 눈앞에서 그려지는 듯한 무공 묘사, 개성 강한 인물 군상 등 ‘김용 스타일’이 확고하게 자리 잡은 작품. 송·금·원 교체기의 거대한 소용돌이 속에서 대의를 위해 헌신한 영웅들을 통해 되새기는 진정한 도(道)와 의(義)의 의미! 드넓은 중원과 사막을 무대로 펼쳐지는 의인 협객들의 호쾌한 모험과 대결까지. 격동하는 중국 역사의 한 페이지가 신필(神筆) 김용의 붓끝에서 되살아난다.",2,국내도서-소설/시/희곡
121,9788908042360,328581,초한지 3,"13,500원",750원,정비석 저,범우사,"불륜의 사생아로 태어난 소년 정政이 생부인 여불위까지 죽여 가면서 인류 역사상 미증유의 웅대한 통일 전제국가를 이루어 가는 과정과 곳곳에 별궁으로 꾸며졌던 아방궁의 실체, 그러한 거대 국가인 진秦이 불과 10년 만에 붕괴되고 말았던 역사의 흐름 등을 이 소설을 통해 읽을 수 있다. 또한 항우와 유방의 인간 경영의 비책과 풍운 중첩하고 파란 만장한 흥망 성쇠의 역사를 바탕으로 인간사의 철리를 꿰뚫어 볼 수 있다.",2,국내도서-소설/시/희곡
122,9791186634097,19292580,동주 열국지 세트,"172,800원","9,600원",풍몽룡 저/김구용 역,솔,"역자 김구용이 8년 여에 걸쳐 한 줄도 빠뜨리지 않고 완역한 세계 최초의 번역본 『열국지』. 위진남북조시대를 배경으로 한 『삼국지』와 비교해본다면『열국지』는 춘추 전국 시대의 각종 인간 군상들이 등장한다. 『열국지』에서 명신, 현인 정치가, 영웅호걸, 의협과 자객, 야심만만한 풍운아 등 온갖 인간 유형을 통해 인과응보에 대한 교훈과 천리, 천명 등의 엄중함 등을 실감나게 느낄 수 있다.   또한 중국 춘추 전국이라는 특정 시대, 특정 지역의 역사를 떠나, 시대와 지역을 초월한 인간 사회의 보편적인 흐름과 인생의 의미, 역사의 엄격한 교훈과 미래의 나아갈 바를 거듭 발견할 수 있다.

",1,국내도서-소설/시/희곡
123,9788934991854,91184203,사조영웅전 7,"11,520원",640원,김용 저/김용소설번역연구회 역,김영사,"중국 문학의 찬란한 금자탑이자 영원한 신화 김용의 대표작
국내 최초 정식 출간 완역본

무협소설사에 길이 남을 불멸의 고전 『사조영웅전』. 김용의 작품 가운데 가장 널리 애독된 〈사조삼부곡〉 시리즈의 첫 번째 이야기가 막을 올린다! 김용이 무협 작가로 널리 알려진 계기가 된 소설이자, 역사와 허구의 교묘한 배합, 눈앞에서 그려지는 듯한 무공 묘사, 개성 강한 인물 군상 등 ‘김용 스타일’이 확고하게 자리 잡은 작품. 송·금·원 교체기의 거대한 소용돌이 속에서 대의를 위해 헌신한 영웅들을 통해 되새기는 진정한 도(道)와 의(義)의 의미! 드넓은 중원과 사막을 무대로 펼쳐지는 의인 협객들의 호쾌한 모험과 대결까지. 격동하는 중국 역사의 한 페이지가 신필(神筆) 김용의 붓끝에서 되살아난다.",1,국내도서-소설/시/희곡
